aaa,11
0,68.8
0.00195313,68.8
0.00390625,68.8
0.00585938,68.8
0.0078125,72.2
0.00976563,73.9
0.0117188,75.5
0.0136719,78.8
0.015625,78.8
0.0175781,78.8
0.0195313,78.8
0.0214844,78.8
0.0234375,77.2
0.0253906,73.9
0.0273438,72.2
0.0292969,68.8
0.03125,67.1
0.0332031,63.8
0.0351563,65.5
0.0371094,67.1
0.0390625,67.1
0.0410156,68.8
0.0429688,72.2
0.0449219,73.9
0.046875,73.9
0.0488281,73.9
0.0507813,77.2
0.0527344,77.2
0.0546875,73.9
0.0566406,73.9
0.0585938,72.2
0.0605469,68.8
0.0625,67.1
0.0644531,65.5
0.0664063,65.5
0.0683594,63.8
0.0703125,65.5
0.0722656,65.5
0.0742188,65.5
0.0761719,65.5
0.078125,70.6
0.0800781,70.6
0.0820313,72.2
0.0839844,73.9
0.0859375,73.9
0.0878906,77.2
0.0898438,75.5
0.0917969,73.9
0.09375,73.9
0.0957031,70.6
0.0976563,67.1
0.0996094,65.5
0.101563,65.5
0.103516,65.5
0.105469,65.5
0.107422,67.1
0.109375,67.1
0.111328,70.6
0.113281,75.5
0.115234,77.2
0.117188,77.2
0.119141,78.8
0.121094,80.6
0.123047,80.6
0.125,77.2
0.126953,77.2
0.128906,77.2
0.130859,73.9
0.132813,72.2
0.134766,72.2
0.136719,70.6
0.138672,72.2
0.140625,72.2
0.142578,72.2
0.144531,75.5
0.146484,77.2
0.148438,78.8
0.150391,82.3
0.152344,83.9
0.154297,83.9
0.15625,83.9
0.158203,83.9
0.160156,83.9
0.162109,83.9
0.164063,82.3
0.166016,78.8
0.167969,75.5
0.169922,72.2
0.171875,72.2
0.173828,68.8
0.175781,70.6
0.177734,73.9
0.179688,75.5
0.181641,78.8
0.183594,82.3
0.185547,83.9
0.1875,83.9
0.189453,83.9
0.191406,83.9
0.193359,82.3
0.195313,80.6
0.197266,78.8
0.199219,77.2
0.201172,73.9
0.203125,72.2
0.205078,72.2
0.207031,70.6
0.208984,68.8
0.210938,72.2
0.212891,72.2
0.214844,75.5
0.216797,77.2
0.21875,77.2
0.220703,78.8
0.222656,78.8
0.224609,78.8
0.226563,77.2
0.228516,77.2
0.230469,77.2
0.232422,75.5
0.234375,75.5
0.236328,72.2
0.238281,67.1
0.240234,63.8
0.242188,63.8
0.244141,62.2
0.246094,65.5
0.248047,67.1
0.25,70.6
0.251953,73.9
0.253906,73.9
0.255859,75.5
0.257813,77.2
0.259766,77.2
0.261719,77.2
0.263672,75.5
0.265625,72.2
0.267578,70.6
0.269531,68.8
0.271484,65.5
0.273438,63.8
0.275391,62.2
0.277344,63.8
0.279297,62.2
0.28125,63.8
0.283203,67.1
0.285156,67.1
0.287109,68.8
0.289063,70.6
0.291016,72.2
0.292969,70.6
0.294922,72.2
0.296875,72.2
0.298828,70.6
0.300781,70.6
0.302734,68.8
0.304688,67.1
0.306641,65.5
0.308594,63.8
0.310547,60.3
0.3125,58.7
0.314453,60.3
0.316406,62.2
0.318359,65.5
0.320313,67.1
0.322266,72.2
0.324219,73.9
0.326172,73.9
0.328125,75.5
0.330078,75.5
0.332031,73.9
0.333984,72.2
0.335938,72.2
0.337891,68.8
0.339844,67.1
0.341797,67.1
0.34375,65.5
0.345703,65.5
0.347656,67.1
0.349609,67.1
0.351563,68.8
0.353516,68.8
0.355469,70.6
0.357422,72.2
0.359375,73.9
0.361328,75.5
0.363281,75.5
0.365234,77.2
0.367188,77.2
0.369141,75.5
0.371094,73.9
0.373047,72.2
0.375,68.8
0.376953,67.1
0.378906,67.1
0.380859,65.5
0.382813,67.1
0.384766,68.8
0.386719,68.8
0.388672,72.2
0.390625,73.9
0.392578,75.5
0.394531,77.2
0.396484,78.8
0.398438,80.6
0.400391,78.8
0.402344,75.5
0.404297,75.5
0.40625,72.2
0.408203,70.6
0.410156,68.8
0.412109,65.5
0.414063,65.5
0.416016,65.5
0.417969,65.5
0.419922,67.1
0.421875,68.8
0.423828,70.6
0.425781,72.2
0.427734,72.2
0.429688,73.9
0.431641,77.2
0.433594,73.9
0.435547,75.5
0.4375,75.5
0.439453,73.9
0.441406,72.2
0.443359,70.6
0.445313,65.5
0.447266,62.2
0.449219,62.2
0.451172,62.2
0.453125,62.2
0.455078,63.8
0.457031,63.8
0.458984,65.5
0.460938,68.8
0.462891,70.6
0.464844,72.2
0.466797,70.6
0.46875,70.6
0.470703,70.6
0.472656,68.8
0.474609,65.5
0.476563,63.8
0.478516,62.2
0.480469,58.7
0.482422,57
0.484375,55.4
0.486328,55.4
0.488281,57
0.490234,60.3
0.492188,60.3
0.494141,63.8
0.496094,63.8
0.498047,63.8
0.5,67.1
0.501953,65.5
0.503906,68.8
0.505859,67.1
0.507813,67.1
0.509766,67.1
0.511719,63.8
0.513672,62.2
0.515625,60.3
0.517578,60.3
0.519531,58.7
0.521484,60.3
0.523438,60.3
0.525391,62.2
0.527344,65.5
0.529297,67.1
0.53125,70.6
0.533203,72.2
0.535156,72.2
0.537109,73.9
0.539063,75.5
0.541016,73.9
0.542969,73.9
0.544922,72.2
0.546875,70.6
0.548828,67.1
0.550781,65.5
0.552734,65.5
0.554688,65.5
0.556641,65.5
0.558594,68.8
0.560547,70.6
0.5625,72.2
0.564453,75.5
0.566406,77.2
0.568359,78.8
0.570313,80.6
0.572266,82.3
0.574219,82.3
0.576172,80.6
0.578125,82.3
0.580078,80.6
0.582031,77.2
0.583984,73.9
0.585938,73.9
0.587891,72.2
0.589844,70.6
0.591797,72.2
0.59375,73.9
0.595703,75.5
0.597656,78.8
